position	value	codepoint	char
202	114022	U+219C4	𡧄
203	123099	U+28067	𨁧
204	3862	U+73ED	班
205	103764	U+176C9	𗛉
206	35836	U+D289	튉
207	125253	U+29E1B	𩸛
208	74373	U+2617D	𦅽
209	125445	U+2A035	𪀵
210	81681	U+28C9C	𨲜
211	115521	U+22B12	𢬒
212	127859	U+2B010	𫀐
213	1943	U+56FA	固
214	8174	U+7E39	縹
215	55600	U+48CD	䣍
216	101653	U+16AE1	𖫡
217	52343	U+3ABA	㪺
218	139814	U+2ED34	𮴴
219	53100	U+3E12	㸒
220	58704	U+84A6	蒦
221	26901	U+ADF3	귳
222	56904	U+5184	冄
223	71064	U+24C7A	𤱺
224	33089	U+C75C	읜
225	72891	U+257CE	𥟎
226	53420	U+3F81	㾁
227	60017	U+2010D	𠄍
228	87201	U+2B591	𫖑
229	91579	U+313C5	𱏅
230	6559	U+78D5	磕
231	84664	U+29C74	𩱴
232	72160	U+252DA	𥋚
233	12157	U+74BA	璺
234	39003	U+2DBC	ⶼ
235	72624	U+255BF	𥖿
236	100306	U+13441	𓑁
237	137562	U+2E203	𮈃
238	41291	U+2D58	ⵘ
239	133627	U+2CF99	𬾙
240	119805	U+256A3	𥚣
241	114804	U+222D6	𢋖
242	87708	U+2BAF1	𫫱
243	127845	U+2B000	𫀀
244	94247	U+1039C	𐎜
245	119443	U+252F3	𥋳
246	110311	U+1D96B	𝥫
247	109446	U+1B193	𛆓
248	2647	U+C708	윈
249	89369	U+2D885	𭢅
250	57993	U+703D	瀽
251	125413	U+29FCD	𩿍
252	129895	U+2BBC2	𫯂
253	141348	U+3035B	𰍛
254	36180	U+D3F7	폷
255	52329	U+3AAC	㪬
256	129764	U+2BB23	𫬣
257	135011	U+2D631	𭘱
258	106006	U+17F8B	𗾋
259	1905	U+D56D	항
260	105857	U+17EF6	𗻶
261	110354	U+1D996	𝦖
262	48178	U+1FB29	🬩
263	123177	U+2813E	𨄾
264	146724	U+31D1F	𱴟
265	58216	U+76C0	盀
266	47651	U+1F702	🜂
267	13060	U+5874	塴
268	29181	U+B734	뜴
269	99678	U+131BC	𓆼
270	128266	U+2B208	𫈈
271	113305	U+21295	𡊕
272	53335	U+3F26	㼦
273	115083	U+226B4	𢚴
274	49410	U+1D7C1	𝟁
275	116110	U+2303F	𣀿
276	60121	U+201DA	𠇚
277	123513	U+2859C	𨖜
278	67716	U+23533	𣔳
279	78151	U+277A6	𧞦
280	54404	U+43AC	䎬
281	27341	U+AFB8	꾸
282	100985	U+16832	𖠲
283	80434	U+2844E	𨑎
284	131182	U+2C1B4	𬆴
285	3935	U+775B	睛
286	92839	U+195E	ᥞ
287	36067	U+D380	펀
288	103739	U+176B0	𗚰
289	6631	U+8332	茲
290	59631	U+F922	濫
291	69316	U+24022	𤀢
292	98740	U+12347	𒍇
293	126604	U+2AA7A	𪩺
294	121781	U+26D5B	𦵛
295	121183	U+265DD	𦗝
296	89805	U+2E2B7	𮊷
297	30627	U+BD3F	봿
298	47259	U+1F123	🄣
299	71204	U+24D51	𤵑
300	106481	U+18166	𘅦
301	82414	U+290A7	𩂧
302	120544	U+25E66	𥹦
303	141826	U+30577	𰕷
304	44413	U+2B7E	⭾
305	65256	U+223F1	𢏱
306	129092	U+2B75A	𫝚
307	34646	U+CDB4	춴
308	101603	U+16AA8	𖪨
309	48001	U+1F8A4	🢤
310	12702	U+4FC1	俁
311	32348	U+C434	쐴
312	100116	U+13372	𓍲
313	35403	U+D0CD	탍
314	18117	U+3D4C	㵌
315	24571	U+FD89	ﶉ
316	146173	U+31ADA	𱫚
317	132821	U+2CA39	𬨹
318	109373	U+18CBA	𘲺
319	122455	U+27699	𧚙
320	142314	U+307A3	𰞣
321	39877	U+A092	ꂒ
322	144855	U+31551	𱕑
323	98667	U+122FE	𒋾
324	28054	U+B29E	늞
325	5530	U+5B0B	嬋
326	142209	U+3072E	𰜮
327	108844	U+18AA9	𘪩
328	132524	U+2C856	𬡖
329	1882	U+B9C8	마
330	59601	U+F902	車
331	2651	U+C9D1	집
332	25732	U+1B111	𛄑
333	82535	U+29167	𩅧
334	32987	U+C6EB	웫
335	127115	U+2ACC1	𪳁
336	127215	U+2AD41	𪵁
337	106373	U+180FA	𘃺
338	63746	U+21AF1	𡫱
339	57803	U+6A37	樷
340	11478	U+20C96	𠲖
341	93575	U+A6D8	ꛘ
342	63579	U+219D2	𡧒
343	73761	U+25D6F	𥵯
344	82543	U+29172	𩅲
345	15237	U+7D94	綔
346	13128	U+59CC	姌
347	127713	U+2AF66	𪽦
348	94921	U+106A6	𐚦
349	53392	U+3F64	㽤
350	576	U+4E8E	于
351	43269	U+257F	╿
352	2639	U+BE4C	빌
353	2689	U+01A1	ơ
354	46116	U+1CF5E	𜽞
355	56538	U+4CCF	䳏
356	4470	U+530D	匍
357	29998	U+BAA4	몤
358	124502	U+291C5	𩇅
359	116137	U+23078	𣁸
360	9164	U+60EC	惬
361	81401	U+28A19	𨨙
362	16119	U+8A40	詀
363	30764	U+BDCD	뷍
364	51640	U+37B5	㞵
365	69834	U+244AB	𤒫
366	119219	U+25021	𥀡
367	133528	U+2CF0F	𬼏
368	62604	U+212A0	𡊠
369	14936	U+7885	碅
370	87403	U+2B728	𫜨
371	2653	U+CC2C	찬
372	133124	U+2CBFF	𬯿
373	10423	U+8A51	詑
374	108580	U+189A1	𘦡
375	89804	U+2E2B6	𮊶
376	15030	U+79FA	秺
377	110993	U+1E941	𞥁
378	55354	U+47C8	䟈
379	137431	U+2E16D	𮅭
380	81723	U+28CD4	𨳔
381	56507	U+4CAB	䲫
382	93516	U+2CFD	⳽
383	148092	U+322BA	𲊺
384	4301	U+8FF7	迷
385	24866	U+1EE31	𞸱
386	84581	U+29C13	𩰓
387	80518	U+284C4	𨓄
388	84730	U+29CC7	𩳇
389	137852	U+2E380	𮎀
390	137141	U+2E019	𮀙
391	81672	U+28C91	𨲑
392	12267	U+7B40	筀
393	71877	U+25126	𥄦
394	119647	U+25560	𥕠
395	74733	U+2637F	𦍿
396	120963	U+262E5	𦋥
397	84118	U+29984	𩦄
398	92128	U+28C6	⣆
399	35978	U+D324	팤
400	53457	U+3FA7	㾧
401	89776	U+2E263	𮉣
402	100012	U+1330A	𓌊
403	9342	U+66E3	曣
404	98996	U+124B9	𒒹
405	17895	U+3493	㒓
406	58504	U+7D8A	綊
407	9430	U+69DB	槛
408	81816	U+28D50	𨵐
409	85878	U+2A376	𪍶
410	35554	U+D16B	텫
411	123509	U+28596	𨖖
412	99506	U+13110	𓄐
413	68659	U+23B3A	𣬺
414	145332	U+3176D	𱝭
415	53280	U+3EDD	㻝
416	3811	U+717D	煽
417	131199	U+2C1C9	𬇉
418	49785	U+1F999	🦙
419	29952	U+BA73	멳
420	13845	U+6651	晑
421	44855	U+32BF	㊿
422	147717	U+32132	𲄲
423	1200	U+0E18	ธ
424	3541	U+6562	敢
425	117147	U+239F1	𣧱
426	71485	U+24EE6	𤻦
427	102841	U+1732E	𗌮
428	90657	U+30869	𰡩
429	7116	U+6AE5	櫥
430	134766	U+2D4FC	𭓼
431	77046	U+27197	𧆗
432	108659	U+189F0	𘧰
433	73485	U+25BAA	𥮪
434	42792	U+2367	⍧
435	9009	U+5BAB	宫
436	31087	U+BF16	뼖
437	26348	U+3200	㈀
438	14954	U+78DF	磟
439	128973	U+2B619	𫘙
440	138411	U+2E641	𮙁
441	63529	U+21976	𡥶
442	45597	U+1CCB5	𜲵
443	18002	U+37F2	㟲
444	24692	U+FE9C	ﺜ
445	1262	U+5FE0	忠
446	649	U+7D30	細
447	52048	U+396E	㥮
448	830	U+3070	ば
449	41125	U+A5AE	ꖮ
450	94201	U+10364	𐍤
451	116141	U+23088	𣂈
452	111403	U+FA58	縉
453	31544	U+C0E8	샨
454	130258	U+2BD54	𫵔
455	92794	U+190D	ᤍ
456	145301	U+3174E	𱝎
457	80499	U+284AB	𨒫
458	8560	U+4EA9	亩
459	137147	U+2E01F	𮀟
460	64053	U+21CD1	𡳑
461	37386	U+1F85	ᾅ
462	97662	U+11C67	𑱧
463	137497	U+2E1B7	𮆷
464	49741	U+1F3FE	🏾
465	61032	U+20801	𠠁
466	17268	U+9C71	鱱
467	90145	U+2E9CA	𮧊
468	101202	U+1690B	𖤋
469	13397	U+5E3E	帾
470	145221	U+316F6	𱛶
471	44204	U+2AA4	⪤
472	143548	U+30DB6	𰶶
473	31376	U+C037	쀷
474	12175	U+761B	瘛
475	389	U+0458	ј
476	74723	U+26374	𦍴
477	79353	U+27DF2	𧷲
478	47806	U+1F7A1	🞡
479	53363	U+3F42	㽂
480	40065	U+A14E	ꅎ
481	30723	U+BDA4	붤
482	51805	U+386A	㡪
483	134185	U+2D261	𭉡
484	137341	U+2E100	𮄀
485	32183	U+C38F	쎏
486	103071	U+17414	𗐔
487	50858	U+342D	㐭
488	126051	U+2A807	𪠇
489	67435	U+232DE	𣋞
490	117713	U+23FE2	𣿢
491	137618	U+2E249	𮉉
492	12289	U+7CCC	糌
493	130595	U+2BEDF	𫻟
494	55106	U+46C1	䛁
495	105241	U+17C8E	𗲎
496	121115	U+2653A	𦔺
497	91957	U+281B	⠛
498	18567	U+529A	劚
499	144289	U+312B9	𱊹
500	124741	U+2969F	𩚟
501	123655	U+287AC	𨞬
502	30753	U+BDC2	뷂
503	8383	U+928E	銎
504	97880	U+11F45	𑽅
505	47790	U+1F791	🞑
506	4694	U+694A	楊
507	93487	U+2CD8	Ⳙ
508	21741	U+269B5	𦦵
509	60262	U+202EF	𠋯
510	55642	U+48FE	䣾
511	69430	U+24103	𤄃
512	104651	U+17A40	𗩀
513	20121	U+9560	镠
514	28299	U+B3A7	뎧
515	114229	U+21BBC	𡮼
516	32360	U+C440	쑀
517	5946	U+8FE2	迢
518	56241	U+4B85	䮅
519	50553	U+1F52D	🔭
520	66517	U+22C1C	𢰜
521	55554	U+4898	䢘
522	134214	U+2D282	𭊂
523	113606	U+2153A	𡔺
524	81809	U+28D49	𨵉
525	65219	U+223B9	𢎹
526	137413	U+2E159	𮅙
527	75139	U+265E2	𦗢
528	27016	U+AE72	깲
529	21863	U+2728B	𧊋
530	103968	U+17795	𗞕
531	64461	U+21F78	𡽸
532	132112	U+2C607	𬘇
533	61845	U+20CBE	𠲾
534	92590	U+03EA	Ϫ
535	117641	U+23F32	𣼲
536	130741	U+2BF98	𫾘
537	143085	U+30B1D	𰬝
538	112655	U+20C74	𠱴
539	120925	U+26271	𦉱
540	126373	U+2A975	𪥵
541	60710	U+20635	𠘵
542	145095	U+3166B	𱙫
543	71291	U+24DC9	𤷉
544	74528	U+2625E	𦉞
545	108662	U+189F3	𘧳
546	124818	U+297DC	𩟜
547	71837	U+250F5	𥃵
548	89351	U+2D7EF	𭟯
549	119952	U+25810	𥠐
550	73544	U+25C1D	𥰝
551	43244	U+2566	╦
552	94503	U+104D3	𐓓
553	48615	U+1D484	𝒄
554	30103	U+BB11	묑
