position	value	codepoint	char
396	45393	U+27D2C	𧴬
397	81656	U+8F7C	轼
398	147872	U+1F3D4	🏔
399	104882	U+1748D	𗒍
400	12814	U+B39D	뎝
401	42974	U+2D919	𭤙
402	52095	U+2A9D2	𪧒
403	73603	U+3B86	㮆
404	8084	U+16E97	𖺗
405	97731	U+837D	荽
406	50381	U+B9B2	릲
407	52627	U+2A7B3	𪞳
408	126876	U+2E8D0	𮣐
409	37624	U+5527	唧
410	89382	U+024F	ɏ
411	101282	U+11C6A	𑱪
412	94939	U+57ED	埭
413	100345	U+A35A	ꍚ
414	123426	U+3F15	㼕
415	81113	U+292BE	𩊾
416	22932	U+2967	⥧
417	142457	U+63D4	揔
418	44361	U+120FE	𒃾
419	135478	U+17CA7	𗲧
420	122134	U+29B80	𩮀
421	67618	U+30941	𰥁
422	63591	U+D6B2	횲
423	139018	U+130AF	𓂯
424	23221	U+1086E	𐡮
425	8171	U+4E17	丗
426	126162	U+2DCFB	𭳻
427	105038	U+29DB8	𩶸
428	124897	U+49E8	䧨
429	54642	U+1140E	𑐎
430	112710	U+260C9	𦃉
431	84747	U+232CD	𣋍
432	102035	U+2C5D9	𬗙
433	30885	U+1E93	ẓ
434	119313	U+30DD3	𰷓
435	111760	U+30BFB	𰯻
436	55178	U+31773	𱝳
437	70530	U+2E523	𮔣
438	28493	U+20298	𠊘
439	2189	U+1D100	𝄀
440	126381	U+8EA0	躠
441	45304	U+24971	𤥱
442	96975	U+3219D	𲆝
443	109052	U+22AE8	𢫨
444	20432	U+B186	놆
445	45600	U+2B429	𫐩
446	21645	U+A223	ꈣ
447	10337	U+20011	𠀑
448	91168	U+951D	锝
449	31926	U+03EC	Ϭ
450	71798	U+2C0CE	𬃎
451	19334	U+121B5	𒆵
452	103318	U+2CFB2	𬾲
453	57528	U+C376	썶
454	7546	U+1055C	𐕜
455	106754	U+63DF	揟
456	6661	U+B2E5	닥
457	138474	U+0153	œ
458	105861	U+256F6	𥛶
459	106933	U+2BDF7	𫷷
460	108696	U+2A347	𪍇
461	24190	U+2E562	𮕢
462	121337	U+28B0D	𨬍
463	65742	U+29687	𩚇
464	43128	U+5EB9	庹
465	103692	U+94CD	铍
466	81435	U+47FF	䟿
467	113918	U+3FA0	㾠
468	139213	U+4C71	䱱
469	127722	U+23E31	𣸱
470	126440	U+0D0C	ഌ
471	84703	U+21981	𡦁
472	79228	U+17B3A	𗬺
473	39729	U+27D36	𧴶
474	5650	U+250FF	𥃿
475	65871	U+11812	𑠒
476	90946	U+3060	だ
477	15120	U+2CF93	𬾓
478	113709	U+2301B	𣀛
479	204	U+1CEAF	𜺯
480	71548	U+224AA	𢒪
481	87663	U+2E59E	𮖞
482	4185	U+2B885	𫢅
483	80893	U+2165A	𡙚
484	5645	U+20994	𠦔
485	133560	U+895C	襜
486	103313	U+2CC22	𬰢
487	29131	U+D247	퉇
488	9308	U+2239B	𢎛
489	129335	U+5A4F	婏
490	22916	U+22BE	⊾
491	124320	U+797E	祾
492	11519	U+1E805	𞠅
493	47426	U+21566	𡕦
494	113873	U+31081	𱂁
495	83332	U+A723	ꜣ
496	110279	U+21812	𡠒
497	105456	U+1E29	ḩ
498	38603	U+26BE5	𦯥
499	15162	U+26629	𦘩
500	22338	U+BBCE	믎
501	145206	U+1D580	𝖀
502	25237	U+0BED	௭
503	133524	U+6B5C	歜
504	55462	U+31CBA	𱲺
505	104973	U+148F	ᒏ
506	127851	U+29B6E	𩭮
507	85372	U+23ECF	𣻏
508	135371	U+2370	⍰
509	140258	U+9B20	鬠
510	79995	U+2277D	𢝽
511	146851	U+A82B	꠫
512	104217	U+24413	𤐓
513	30002	U+B0BF	낿
514	103579	U+6877	桷
515	66621	U+300B7	𰂷
516	54479	U+9629	阩
517	141370	U+1217E	𒅾
518	10878	U+2AA22	𪨢
519	81824	U+2026E	𠉮
520	37662	U+5F06	弆
521	109418	U+32100	𲄀
522	136833	U+9A9C	骜
523	105178	U+26AA6	𦪦
524	38865	U+5207	切
525	13522	U+C0E1	샡
526	119425	U+261BA	𦆺
527	24688	U+1A3E	ᨾ
528	1854	U+1CD94	𜶔
529	48073	U+2C64C	𬙌
530	51063	U+25861	𥡡
531	72744	U+20B0F	𠬏
532	86013	U+29846	𩡆
533	35010	U+B17E	녾
534	85251	U+2C495	𬒕
535	139405	U+218E6	𡣦
536	73024	U+2C2F3	𬋳
537	36896	U+189E2	𘧢
538	118130	U+25A4F	𥩏
539	133779	U+29F04	𩼄
540	1524	U+1D8AE	𝢮
541	65114	U+2DBB6	𭮶
542	126034	U+2D91B	𭤛
543	127945	U+122A4	𒊤
544	82472	U+2ADCC	𪷌
545	12367	U+20AE2	𠫢
546	83990	U+20334	𠌴
547	138191	U+17DAD	𗶭
548	23136	U+26938	𦤸
549	132701	U+1F69C	🚜
550	126036	U+2EA97	𮪗
551	143627	U+9EE4	黤
