position	value	codepoint	char
767	117474	U+23DCC	𣷌
768	82881	U+29321	𩌡
769	105152	U+17C35	𗰵
770	41319	U+07CA	ߊ
771	85651	U+2A24D	𪉍
772	30064	U+BAEA	뫪
773	53927	U+41AF	䆯
774	70940	U+24BBC	𤮼
775	79222	U+27D23	𧴣
776	13131	U+59D6	姖
777	40428	U+A2B9	ꊹ
778	148260	U+32374	𲍴
779	22902	U+1D39	ᴹ
780	21985	U+2856C	𨕬
781	83726	U+2975E	𩝞
782	124183	U+28D56	𨵖
783	3096	U+5321	匡
784	109231	U+18C2C	𘰬
785	1388	U+CD94	추
786	140242	U+2F8D5	暜
787	147455	U+32020	𲀠
788	74982	U+264E0	𦓠
789	15376	U+7FFD	翽
790	22242	U+2A1F5	𪇵
791	123830	U+289D8	𨧘
792	61294	U+2097F	𠥿
793	52329	U+3AAC	㪬
794	10908	U+9497	钗
795	101411	U+169DC	𖧜
796	133514	U+2CEF8	𬻸
797	118539	U+247FA	𤟺
798	71386	U+24E4E	𤹎
799	39240	U+0FBE	྾
800	43297	U+259B	▛
801	55576	U+48B1	䢱
802	130931	U+2C066	𬁦
803	36523	U+D55E	핞
804	13374	U+5DC2	巂
805	29565	U+B8D2	룒
806	61041	U+2080D	𠠍
807	88849	U+2CE28	𬸨
808	34904	U+CEC3	컃
809	65260	U+223F5	𢏵
810	111153	U+2F1D	⼝
811	76661	U+26F36	𦼶
812	145447	U+317E3	𱟣
813	104672	U+17A55	𗩕
814	103474	U+175A7	𗖧
815	29707	U+B965	륥
816	124897	U+29911	𩤑
817	114006	U+219A6	𡦦
818	97845	U+11F13	𑼓
819	26216	U+11DA	ᇚ
820	62579	U+2127A	𡉺
821	33375	U+C899	좙
822	40463	U+A2DC	ꋜ
823	51550	U+3757	㝗
824	5250	U+9015	逕
825	138862	U+2E860	𮡠
826	134689	U+2D4A2	𭒢
827	143403	U+30CC8	𰳈
828	135384	U+2D7EB	𭟫
829	28271	U+B38B	뎋
830	26431	U+A975	ꥵ
831	127553	U+2AEAC	𪺬
832	31812	U+C206	숆
833	54566	U+445D	䑝
834	35958	U+D30F	팏
835	8788	U+5522	唢
836	103211	U+174A0	𗒠
837	138701	U+2E7A2	𮞢
838	35131	U+CFB1	쾱
839	10164	U+811D	脝
840	1807	U+9304	錄
841	16035	U+8906	褆
842	136520	U+2DD45	𭵅
843	35654	U+D1D1	퇑
844	127310	U+2ADA6	𪶦
845	28557	U+B4B6	뒶
846	62568	U+2126A	𡉪
847	27977	U+B24F	뉏
848	14094	U+6A9B	檛
849	96418	U+11114	𑄔
850	31310	U+BFF5	뿵
851	3060	U+51F0	凰
852	92993	U+1A39	ᨹ
853	31906	U+C269	쉩
854	18122	U+3D62	㵢
855	78702	U+27A98	𧪘
