position	value	codepoint	char
285	127448	U+2AE3A	𪸺
286	123038	U+27F61	𧽡
287	126438	U+2A9BE	𪦾
288	140087	U+2F830	卽
289	22904	U+1D3B	ᴻ
290	55366	U+47D4	䟔
291	60254	U+202E7	𠋧
292	107385	U+184EE	𘓮
293	75048	U+2653F	𦔿
294	123353	U+2838F	𨎏
295	140323	U+2F928	獺
296	112961	U+20F35	𠼵
297	3226	U+5983	妃
298	80489	U+284A0	𨒠
299	31312	U+BFF7	뿷
300	141354	U+30361	𰍡
301	80776	U+2865F	𨙟
302	90657	U+30869	𰡩
303	11641	U+4F89	侉
304	90457	U+3019A	𰆚
305	4317	U+903C	逼
306	47612	U+1F668	🙨
307	62037	U+20E4A	𠹊
308	44982	U+33C5	㏅
309	15242	U+7DA9	綩
310	1314	U+30BD	ソ
311	115090	U+226BD	𢚽
312	129430	U+2B984	𫦄
313	95748	U+10C06	𐰆
314	18458	U+4CB7	䲷
315	53218	U+3E8E	㺎
316	98405	U+121F8	𒇸
317	65977	U+22854	𢡔
318	111704	U+2018B	𠆋
319	88926	U+2CEDE	𬻞
320	5774	U+7826	砦
321	97063	U+1161D	𑘝
322	63916	U+21C0E	𡰎
323	137255	U+2E09B	𮂛
324	37286	U+1F13	ἓ
325	75690	U+26942	𦥂
326	89993	U+2E645	𮙅
327	115050	U+22665	𢙥
328	123685	U+28829	𨠩
329	32000	U+C2CE	싎
330	57814	U+6A86	檆
331	90564	U+30536	𰔶
332	119611	U+2550D	𥔍
333	2790	U+0969	३
334	48485	U+1D401	𝐁
335	147686	U+32110	𲄐
336	88058	U+2C44D	𬑍
337	48252	U+1FB73	🭳
338	116563	U+2345A	𣑚
339	58882	U+8A06	訆
340	111723	U+201C0	𠇀
341	101784	U+16B8D	𖮍
342	11238	U+9A28	騨
343	17112	U+9A29	騩
344	55270	U+4771	䝱
345	55630	U+48F0	䣰
346	74807	U+263E5	𦏥
347	25702	U+1B0F3	𛃳
348	40396	U+A299	ꊙ
349	111129	U+2F05	⼅
350	146693	U+31CFB	𱳻
351	80203	U+2830B	𨌋
352	95459	U+10A31	𐨱
353	48575	U+1D45C	𝑜
354	61031	U+20800	𠠀
355	72938	U+25831	𥠱
356	786	U+30D6	ブ
357	137030	U+2DF9B	𭾛
358	67193	U+23105	𣄅
359	14293	U+6DFD	淽
360	100469	U+1449D	𔒝
361	111219	U+2F5F	⽟
362	118290	U+2446F	𤑯
363	74914	U+26478	𦑸
364	14603	U+72A9	犩
365	45553	U+1CC89	𜲉
366	122242	U+27346	𧍆
367	27575	U+B0AA	낪
368	146804	U+31D72	𱵲
369	78215	U+27806	𧠆
370	40492	U+A2F9	ꋹ
371	133842	U+2D0A8	𭂨
372	36905	U+D6FD	훽
373	12635	U+9DED	鷭
374	4732	U+6CBE	沾
375	87349	U+2B6D4	𫛔
376	133126	U+2CC02	𬰂
377	27567	U+B0A1	낡
378	10720	U+8F89	辉
379	147152	U+31EDD	𱻝
380	43401	U+2612	☒
381	89313	U+2D6E7	𭛧
382	132620	U+2C8F4	𬣴
383	113656	U+215EA	𡗪
384	17713	U+7640	癀
385	24811	U+10E76	𐹶
386	29228	U+B763	띣
387	36240	U+D434	퐴
388	127231	U+2AD52	𪵒
389	76786	U+26FE3	𦿣
390	48936	U+1D5DC	𝗜
391	40603	U+A368	ꍨ
392	105086	U+17BF3	𗯳
393	114526	U+21F23	𡼣
394	61529	U+20AD4	𠫔
395	92962	U+1A13	ᨓ
396	32932	U+C6A8	욨
397	45774	U+1CD6C	𜵬
398	46762	U+1D33F	𝌿
399	109202	U+18C0F	𘰏
400	77281	U+272DA	𧋚
401	73995	U+25EE9	𥻩
402	61290	U+2097B	𠥻
403	77908	U+27647	𧙇
404	76593	U+26EB8	𦺸
405	38364	U+17F0	៰
406	27026	U+AE7C	깼
407	26744	U+AD4F	굏
408	129857	U+2BB96	𫮖
409	33451	U+C8E5	죥
410	94928	U+106AD	𐚭
411	71709	U+2502F	𥀯
412	104022	U+177CB	𗟋
413	60486	U+204B2	𠒲
414	44987	U+33CA	㏊
415	105899	U+17F20	𗼠
416	98688	U+12313	𒌓
417	66002	U+22893	𢢓
418	84512	U+29BAB	𩮫
419	119045	U+24DE3	𤷣
420	125149	U+29CE6	𩳦
421	119695	U+255CD	𥗍
422	15781	U+8639	蘹
423	89282	U+2D634	𭘴
424	54039	U+4229	䈩
425	61300	U+20986	𠦆
426	32781	U+C606	옆
427	23641	U+FF43	ｃ
428	1238	U+7F05	缅
429	59544	U+9EE3	黣
430	85861	U+2A361	𪍡
431	19019	U+692C	椬
432	138046	U+2E477	𮑷
433	107506	U+18567	𘕧
434	4155	U+8299	芙
435	124411	U+2908F	𩂏
436	55752	U+497E	䥾
437	65248	U+223E7	𢏧
438	62392	U+2116E	𡅮
439	101867	U+16E56	𖹖
440	31059	U+BEFA	뻺
441	19812	U+8C2A	谪
442	94228	U+10389	𐎉
443	39511	U+13FA	ᏺ
444	110731	U+1E809	𞠉
445	136671	U+2DDEC	𭷬
446	145421	U+317C9	𱟉
447	62549	U+21245	𡉅
448	78400	U+27903	𧤃
449	35460	U+D108	턈
450	135775	U+2D9C8	𭧈
451	911	U+8A2D	設
452	50439	U+1F50D	🔍
453	140569	U+30003	𰀃
454	94254	U+103A4	𐎤
455	76476	U+26E0E	𦸎
456	114453	U+21E51	𡹑
457	5208	U+8CE0	賠
458	43505	U+26AD	⚭
459	40755	U+A400	ꐀ
460	58118	U+73BD	玽
461	35560	U+D171	텱
462	78852	U+27B5C	𧭜
463	100116	U+13372	𓍲
464	98684	U+1230F	𒌏
465	16697	U+9325	錥
466	27931	U+B221	눡
467	140452	U+2F9AA	蔖
468	90564	U+30536	𰔶
469	139405	U+2EAF8	𮫸
470	138945	U+2E8C4	𮣄
471	132259	U+2C6DA	𬛚
472	12944	U+55CB	嗋
473	30200	U+BB75	뭵
474	3524	U+6492	撒
475	56175	U+4B3E	䬾
476	40654	U+A39B	ꎛ
477	66948	U+22F79	𢽹
478	9412	U+691C	検
479	21416	U+248FB	𤣻
480	21105	U+22CB2	𢲲
481	86554	U+2A6BD	𪚽
482	7296	U+7E98	纘
483	138521	U+2E6CE	𮛎
484	43558	U+26F6	⛶
485	63954	U+21C3F	𡰿
486	54631	U+44A4	䒤
487	68830	U+23C4A	𣱊
488	63269	U+21760	𡝠
489	132427	U+2C7C3	𬟃
490	85913	U+2A3A3	𪎣
491	143336	U+30C68	𰱨
492	82379	U+2906B	𩁫
493	93506	U+2CEB	Ⳬ
494	75714	U+26962	𦥢
495	103146	U+1745F	𗑟
496	96670	U+112C1	𑋁
497	86195	U+2A4FE	𪓾
498	101416	U+169E1	𖧡
499	66299	U+22A68	𢩨
500	13097	U+590E	夎
501	61182	U+208E5	𠣥
502	33662	U+C9C3	짃
503	40323	U+A250	ꉐ
504	50557	U+1F48A	💊
505	91191	U+31086	𱂆
506	134386	U+2D337	𭌷
507	27066	U+AEA4	꺤
508	3986	U+79C9	秉
509	148107	U+322CB	𲋋
510	121781	U+26D5B	𦵛
511	50938	U+3487	㒇
512	60786	U+206A1	𠚡
513	139567	U+2EC02	𮰂
514	140914	U+30173	𰅳
515	93527	U+A6A8	ꚨ
516	97687	U+11C83	𑲃
517	105867	U+17F00	𗼀
518	142227	U+30741	𰝁
519	29810	U+B9DA	맚
520	75075	U+26574	𦕴
521	2717	U+C190	손
522	30088	U+BB02	묂
523	65712	U+2267F	𢙿
524	61039	U+2080B	𠠋
525	27733	U+B157	녗
526	32122	U+C350	썐
527	147249	U+31F41	𱽁
528	117637	U+23F2E	𣼮
529	94507	U+104DB	𐓛
530	127333	U+2ADBD	𪶽
531	147080	U+31E93	𱺓
532	74810	U+263E8	𦏨
533	56679	U+4D6B	䵫
534	97867	U+11F29	𑼩
535	27374	U+AFD9	꿙
536	81174	U+28889	𨢉
537	20803	U+21077	𡁷
538	6433	U+6EEC	滬
539	75183	U+26634	𦘴
540	108455	U+18924	𘤤
541	45535	U+1CC77	𜱷
542	87463	U+2B778	𫝸
543	69195	U+23EF2	𣻲
544	20482	U+9E74	鹴
545	44389	U+2B64	⭤
546	108783	U+18A6C	𘩬
547	131750	U+2C44B	𬑋
548	41111	U+A5A0	ꖠ
549	141868	U+305A3	𰖣
550	8165	U+7DAB	綫
551	32128	U+C356	썖
552	55604	U+48D2	䣒
553	38364	U+17F0	៰
554	73640	U+25CA9	𥲩
555	141075	U+30227	𰈧
556	79406	U+27E52	𧹒
557	79106	U+27C93	𧲓
558	116726	U+2359A	𣖚
559	34613	U+CD8D	춍
560	64499	U+21FB0	𡾰
561	88589	U+2CBB4	𬮴
562	70365	U+2478D	𤞍
563	118762	U+24A57	𤩗
564	49459	U+1F611	😑
565	104192	U+17875	𗡵
566	39459	U+13C4	Ꮔ
567	88805	U+2CDE1	𬷡
568	3091	U+5308	匈
569	110640	U+1E2F9	𞋹
570	143870	U+30F64	𰽤
571	119475	U+25350	𥍐
572	55214	U+4734	䜴
573	59641	U+F92E	冷
574	111983	U+2040F	𠐏
575	105110	U+17C0B	𗰋
576	82272	U+28FF2	𨿲
577	112	U+044B	ы
578	98877	U+12436	𒐶
579	147518	U+32063	𲁣
580	117856	U+2410B	𤄋
581	86237	U+2A535	𪔵
582	107221	U+1844A	𘑊
583	143482	U+30D30	𰴰
584	138415	U+2E647	𮙇
585	49580	U+1F4A4	💤
586	109795	U+1B2F0	𛋰
587	56365	U+4C0C	䰌
588	78398	U+278FE	𧣾
589	53039	U+3DC4	㷄
590	65694	U+22653	𢙓
591	88923	U+2CEDB	𬻛
592	34542	U+CD45	쵅
593	92917	U+19BD	ᦽ
594	141849	U+3058F	𰖏
595	9204	U+627A	扺
596	57611	U+649B	撛
597	92241	U+A809	ꠉ
598	133123	U+2CBFE	𬯾
599	133567	U+2CF42	𬽂
600	120684	U+25FE4	𥿤
601	84165	U+299C6	𩧆
602	14122	U+6AFC	櫼
603	54068	U+4247	䉇
604	49866	U+1F578	🕸
605	124801	U+29796	𩞖
606	86623	U+2A860	𪡠
607	105149	U+17C32	𗰲
608	78466	U+27955	𧥕
609	17793	U+841C	萜
610	16875	U+96AE	隮
611	134145	U+2D231	𭈱
612	10494	U+8BCB	诋
613	10083	U+7F08	缈
614	7429	U+90C5	郅
615	74300	U+260DF	𦃟
616	10749	U+8FDE	连
617	129597	U+2BA40	𫩀
618	42478	U+222A	∪
619	94369	U+10445	𐑅
620	121200	U+26606	𦘆
621	125913	U+2A76F	𪝯
622	24008	U+08BE	ࢾ
623	136047	U+2DB07	𭬇
624	49203	U+1D6EB	𝛫
625	143712	U+30EAA	𰺪
626	38165	U+0DE6	෦
627	108212	U+18831	𘠱
628	129680	U+2BAB4	𫪴
629	59366	U+99E8	駨
630	145542	U+31848	𱡈
631	9488	U+6C29	氩
632	103491	U+175B8	𗖸
633	7516	U+98BC	颼
634	31371	U+C032	쀲
635	39044	U+AB0D	ꬍ
636	44012	U+29E4	⧤
637	3345	U+5EB7	康
638	85149	U+29F77	𩽷
639	99163	U+12FAC	𒾬
640	79305	U+27DA3	𧶣
641	96911	U+1148D	𑒍
642	13218	U+5AF8	嫸
643	45592	U+1CCB0	𜲰
644	58210	U+76A8	皨
645	33095	U+C762	읢
646	6490	U+742E	琮
647	140649	U+30055	𰁕
648	98890	U+12443	𒑃
649	100275	U+13411	𓐑
650	79515	U+27F0A	𧼊
651	98702	U+12321	𒌡
652	65204	U+223A6	𢎦
653	104030	U+177D3	𗟓
654	50183	U+1F552	🕒
655	116448	U+23355	𣍕
656	106258	U+18087	𘂇
657	90158	U+2EA07	𮨇
658	134796	U+2D524	𭔤
659	132860	U+2CA62	𬩢
660	94116	U+10301	𐌁
661	6932	U+5630	嘰
662	59739	U+F991	撚
663	89644	U+2DEF5	𭻵
664	88974	U+2CF8A	𬾊
665	112664	U+20C80	𠲀
666	6015	U+99B1	馱
667	131953	U+2C554	𬕔
668	17889	U+344C	㑌
669	86814	U+2AF11	𪼑
670	5937	U+8F3E	輾
671	111333	U+2FD1	⿑
672	94468	U+104B0	𐒰
673	9491	U+6C47	汇
674	58846	U+8945	襅
675	118929	U+24C51	𤱑
676	112778	U+20D94	𠶔
677	35136	U+CFB6	쾶
678	55612	U+48DC	䣜
679	48434	U+2115	ℕ
680	133065	U+2CBB8	𬮸
681	43394	U+2609	☉
682	115459	U+22A9B	𢪛
683	92110	U+28B4	⢴
684	16854	U+963A	阺
685	3406	U+6096	悖
686	87860	U+2BF4A	𫽊
687	139397	U+2EAE7	𮫧
688	103985	U+177A6	𗞦
689	79684	U+27FE6	𧿦
690	140127	U+2F85B	壷
691	95725	U+10B8C	𐮌
692	31930	U+C283	슃
693	35247	U+D028	퀨
694	14093	U+6A9A	檚
695	34029	U+CB37	쬷
696	48014	U+1F8B3	🢳
697	20942	U+21884	𡢄
698	38784	U+12CE	ዎ
699	143350	U+30C7B	𰱻
700	26043	U+112D	ᄭ
701	22486	U+012B	ī
702	9259	U+63FA	揺
703	9389	U+685F	桟
704	48285	U+1FB95	🮕
705	12369	U+8307	茇
706	81955	U+28E29	𨸩
707	1281	U+C0DD	생
708	141757	U+3052A	𰔪
709	22563	U+0192	ƒ
710	58315	U+790B	礋
711	27228	U+AF47	꽇
712	29075	U+B6CA	뛊
713	29284	U+B7A0	랠
714	5785	U+7A69	穩
715	91432	U+3126C	𱉬
716	12025	U+6D6D	浭
717	76398	U+26D7C	𦵼
718	34746	U+CE19	츙
719	53173	U+3E5F	㹟
720	14557	U+7202	爂
721	115537	U+22B24	𢬤
722	51696	U+37F1	㟱
723	40866	U+A46F	ꑯ
724	144391	U+3136E	𱍮
725	136846	U+2DEB6	𭺶
726	16069	U+8961	襡
727	67833	U+2362E	𣘮
728	86859	U+2B056	𫁖
729	30998	U+BEBD	뺽
730	17297	U+9D29	鴩
731	59375	U+9A4B	驋
732	34160	U+CBBA	쮺
733	72734	U+256BF	𥚿
734	103120	U+17445	𗑅
735	115011	U+225F8	𢗸
736	58600	U+8120	脠
737	109157	U+18BE2	𘯢
738	46723	U+1D318	𝌘
739	132458	U+2C7E9	𬟩
740	90187	U+2EAC4	𮫄
741	130653	U+2BF1F	𫼟
742	87085	U+2B3D0	𫏐
743	34475	U+CD00	촀
744	87318	U+2B691	𫚑
745	68506	U+23A5C	𣩜
746	26886	U+ADE4	귤
747	120078	U+25921	𥤡
748	42026	U+18C9	ᣉ
749	75080	U+26579	𦕹
750	117781	U+2405C	𤁜
751	32304	U+C408	쐈
752	2772	U+03A1	Ρ
753	75232	U+26673	𦙳
754	5752	U+751C	甜
755	90795	U+30B5A	𰭚
756	22261	U+2A601	𪘁
757	107833	U+186AE	𘚮
758	1142	U+D45C	표
759	11286	U+9ABE	骾
760	11845	U+616C	慬
761	45615	U+1CCC7	𜳇
762	8209	U+8245	艅
763	147289	U+31F6C	𱽬
764	79706	U+28004	𨀄
765	38008	U+0D76	൶
766	94064	U+1029B	𐊛
767	122700	U+27A49	𧩉
768	69010	U+23D87	𣶇
769	122694	U+27A22	𧨢
770	71134	U+24CEA	𤳪
771	71637	U+24FD0	𤿐
772	122431	U+27633	𧘳
773	10894	U+9453	鑓
774	101527	U+16A57	𖩗
775	127646	U+2AF19	𪼙
776	1130	U+7533	申
777	94542	U+10502	𐔂
778	120776	U+260BE	𦂾
779	66472	U+22BEB	𢯫
780	1759	U+7532	甲
781	45849	U+1CDB7	𜶷
782	80564	U+28500	𨔀
783	43451	U+2662	♢
784	39944	U+A0D5	ꃕ
785	97743	U+11D2D	𑴭
786	125841	U+2A71E	𪜞
