position	value	codepoint	char
420	97919	U+12012	𒀒
421	30089	U+BB03	묃
422	77970	U+2769D	𧚝
423	13079	U+58BF	墿
424	71078	U+24C95	𤲕
425	44301	U+2B08	⬈
426	38136	U+0B6F	୯
427	29962	U+BA7E	멾
428	97707	U+11D08	𑴈
429	32569	U+C512	씒
430	54489	U+440D	䐍
431	114848	U+22349	𢍉
432	97829	U+11EF8	𑻸
433	78245	U+2782C	𧠬
434	136519	U+2DD43	𭵃
435	25064	U+0469	ѩ
436	106233	U+1806E	𘁮
437	41305	U+2D66	ⵦ
438	56861	U+509F	傟
439	83686	U+29722	𩜢
440	85305	U+2A055	𪁕
441	127087	U+2AC9E	𪲞
442	137997	U+2E43F	𮐿
443	92300	U+A85E	ꡞ
444	73263	U+25A36	𥨶
445	2019	U+8D64	赤
446	106575	U+181C4	𘇄
447	28760	U+B58B	떋
448	36282	U+D45F	푟
449	3575	U+667A	智
450	22028	U+289E8	𨧨
451	112668	U+20C84	𠲄
452	29956	U+BA78	멸
453	83166	U+2947C	𩑼
454	78273	U+2785C	𧡜
455	114716	U+221C9	𢇉
456	123933	U+28AC3	𨫃
457	32217	U+C3B1	쎱
458	7567	U+9F19	鼙
459	7705	U+5808	堈
460	34915	U+CECE	컎
461	30556	U+BCF6	볶
462	121889	U+26EEC	𦻬
463	47836	U+1F7BF	🞿
464	55038	U+4678	䙸
465	19209	U+717C	煼
466	15811	U+8697	蚗
467	94552	U+1050C	𐔌
468	130911	U+2C052	𬁒
469	116915	U+23731	𣜱
470	79863	U+28100	𨄀
471	116251	U+231DB	𣇛
472	93578	U+A6DB	ꛛ
473	92999	U+1A3F	ᨿ
474	15690	U+8554	蕔
475	127340	U+2ADC5	𪷅
476	20058	U+94D1	铑
477	21444	U+2498B	𤦋
478	50984	U+34B9	㒹
479	117810	U+240AB	𤂫
480	132765	U+2C9E8	𬧨
481	105198	U+17C63	𗱣
482	28012	U+B272	뉲
483	29688	U+B950	륐
484	5926	U+8E10	踐
485	129096	U+2B774	𫝴
486	745	U+BB38	문
487	112593	U+20B80	𠮀
488	127126	U+2ACD5	𪳕
489	137811	U+2E347	𮍇
490	87341	U+2B6BB	𫚻
491	134646	U+2D470	𭑰
492	11195	U+9964	饤
493	88141	U+2C61A	𬘚
494	86165	U+2A4D8	𪓘
495	29824	U+B9EE	맮
496	66491	U+22BFE	𢯾
497	94872	U+10675	𐙵
498	6244	U+5AD7	嫗
499	38403	U+19FD	᧽
500	76542	U+26E7F	𦹿
501	101908	U+16E7F	𖹿
502	47029	U+1F01E	🀞
503	40165	U+A1B2	ꆲ
504	127942	U+2B074	𫁴
505	82157	U+28F6F	𨽯
506	122898	U+27DF4	𧷴
507	32745	U+C5DC	엜
508	49637	U+1F440	👀
509	90689	U+30994	𰦔
510	51855	U+389D	㢝
511	8531	U+4C7D	䱽
512	90194	U+2EAD8	𮫘
513	68244	U+2390F	𣤏
514	82554	U+29181	𩆁
515	110269	U+1D941	𝥁
516	73696	U+25CF6	𥳶
517	78461	U+2794C	𧥌
518	58473	U+7CC4	糄
519	65372	U+22484	𢒄
520	2880	U+D0AC	킬
521	129521	U+2B9F0	𫧰
522	84925	U+29DEF	𩷯
523	77813	U+275CF	𧗏
524	137369	U+2E120	𮄠
525	42080	U+11AB9	𑪹
526	125069	U+29B92	𩮒
527	12915	U+5526	唦
528	107533	U+18582	𘖂
529	89637	U+2DED7	𭻗
530	24151	U+FBE3	ﯣ
531	41313	U+07C4	߄
532	11027	U+95AB	閫
533	2934	U+0538	Ը
534	139898	U+2ED93	𮶓
535	95575	U+10ADD	𐫝
536	82530	U+29162	𩅢
537	6280	U+6046	恆
538	1839	U+D0DC	태
539	28575	U+B4C9	듉
540	83400	U+295BA	𩖺
541	97570	U+11BDB	𑯛
542	129774	U+2BB30	𫬰
543	16652	U+92A4	銤
544	115551	U+22B56	𢭖
545	30190	U+BB6B	뭫
546	21721	U+26716	𦜖
547	124732	U+2965F	𩙟
548	112324	U+207DD	𠟝
549	137261	U+2E0A4	𮂤
550	136185	U+2DBAE	𭮮
551	80997	U+2878E	𨞎
552	133850	U+2D0B3	𭂳
553	10700	U+8F6B	轫
554	12702	U+4FC1	俁
555	44337	U+2B2E	⬮
556	68299	U+23958	𣥘
557	128639	U+2B434	𫐴
558	72044	U+25218	𥈘
559	659	U+0144	ń
560	46733	U+1D322	𝌢
561	84023	U+298F3	𩣳
562	88363	U+2C8FD	𬣽
563	116928	U+23760	𣝠
564	120161	U+25A38	𥨸
565	30178	U+BB5F	뭟
566	5531	U+5B2A	嬪
567	67209	U+2311D	𣄝
568	133173	U+2CC40	𬱀
569	120003	U+25876	𥡶
570	90319	U+2EC9A	𮲚
571	89094	U+2D194	𭆔
572	24856	U+1EE24	𞸤
573	5424	U+9D3B	鴻
574	1999	U+7D4C	経
575	98648	U+122EB	𒋫
576	110172	U+1D8E0	𝣠
577	39347	U+1862	ᡢ
578	60116	U+201D0	𠇐
579	91744	U+31F37	𱼷
580	23418	U+A760	Ꝡ
581	81846	U+28D77	𨵷
582	88771	U+2CD89	𬶉
583	135446	U+2D837	𭠷
584	81466	U+28A96	𨪖
585	36434	U+D4FC	퓼
586	104087	U+1780C	𗠌
587	106668	U+18221	𘈡
588	130353	U+2BDC6	𫷆
589	5156	U+8AC7	談
590	147865	U+321CE	𲇎
591	6037	U+9EE8	黨
592	111308	U+2FB8	⾸
593	8881	U+5785	垅
594	110354	U+1D996	𝦖
595	34819	U+CE69	칩
596	128664	U+2B44E	𫑎
597	50863	U+3432	㐲
598	34300	U+CC4B	챋
599	99048	U+124ED	𒓭
600	115266	U+22880	𢢀
601	97654	U+11C5F	𑱟
602	32226	U+C3BA	쎺
603	58818	U+8878	衸
604	12031	U+6DB4	涴
605	140401	U+2F976	罺
606	39510	U+13F9	ᏹ
607	43765	U+27EB	⟫
608	116952	U+2378D	𣞍
609	32503	U+C4CF	쓏
610	84493	U+29B89	𩮉
611	112478	U+209C9	𠧉
612	110179	U+1D8E7	𝣧
613	83751	U+2977F	𩝿
614	59430	U+9B9C	鮜
615	37008	U+D765	흥
616	17953	U+36A5	㚥
617	39206	U+0F51	ད
618	109570	U+1B20F	𛈏
619	138864	U+2E862	𮡢
620	13659	U+6315	挕
621	90949	U+30D88	𰶈
622	53278	U+3ED9	㻙
623	129809	U+2BB58	𫭘
624	111079	U+2EC7	⻇
625	61907	U+20D3D	𠴽
626	24336	U+FC9C	ﲜ
627	127071	U+2AC88	𪲈
628	108567	U+18994	𘦔
629	35850	U+D297	튗
630	54683	U+44E6	䓦
631	93312	U+2C09	Ⰹ
632	126969	U+2AC10	𪰐
633	48438	U+211C	ℜ
634	63013	U+2159C	𡖜
635	93021	U+1A80	᪀
636	24494	U+FD3A	ﴺ
637	13030	U+57E9	埩
638	80553	U+284F5	𨓵
639	83737	U+29769	𩝩
640	73912	U+25E5B	𥹛
641	116070	U+22FCB	𢿋
642	147076	U+31E8F	𱺏
643	106108	U+17FF1	𗿱
644	34926	U+CED9	컙
645	108654	U+189EB	𘧫
646	12054	U+6ECF	滏
647	116039	U+22F75	𢽵
648	39874	U+A08F	ꂏ
649	142429	U+3081C	𰠜
650	147189	U+31F03	𱼃
651	137875	U+2E39F	𮎟
652	24995	U+0971	ॱ
653	132622	U+2C8FA	𬣺
654	41716	U+1563	ᕣ
655	34014	U+CB28	쬨
656	57355	U+5D8F	嶏
657	4522	U+59E6	姦
658	49641	U+1FAE6	🫦
659	39061	U+AB2A	ꬪ
660	129330	U+2B910	𫤐
661	91947	U+2811	⠑
662	95566	U+10AD4	𐫔
663	70538	U+2488A	𤢊
664	1710	U+5BF9	对
665	24145	U+FBDD	ﯝ
666	126258	U+2A8F8	𪣸
667	93593	U+A6EA	ꛪ
668	54667	U+44CF	䓏
669	9591	U+6F1A	漚
670	141084	U+30232	𰈲
671	70948	U+24BC9	𤯉
672	13593	U+61BC	憼
673	141038	U+301FB	𰇻
674	19726	U+880E	蠎
675	16988	U+9860	顠
676	11625	U+4E0C	丌
677	64851	U+2219B	𢆛
678	31470	U+C095	삕
679	135431	U+2D828	𭠨
680	123400	U+2843F	𨐿
681	74142	U+25FCF	𥿏
682	127635	U+2AF0D	𪼍
683	3042	U+5121	儡
684	144795	U+31513	𱔓
685	59807	U+F9D6	淪
686	11754	U+5ADC	嫜
687	17103	U+9A1C	騜
688	17746	U+7BCF	篏
689	33534	U+C93C	줼
690	105436	U+17D51	𗵑
691	9658	U+71A5	熥
692	117734	U+24002	𤀂
693	82729	U+2926F	𩉯
694	126644	U+2AAA5	𪪥
695	10756	U+903B	逻
696	66456	U+22BA1	𢮡
697	134198	U+2D270	𭉰
698	107333	U+184BA	𘒺
699	60633	U+205A7	𠖧
700	95549	U+10AC3	𐫃
701	45645	U+1CCE5	𜳥
702	2781	U+0548	Ո
703	723	U+30B3	コ
704	95508	U+10A7A	𐩺
705	118079	U+242DA	𤋚
706	32092	U+C332	쌲
707	64295	U+21E6F	𡹯
708	4080	U+8036	耶
709	92902	U+19AA	ᦪ
710	137761	U+2E30A	𮌊
711	140702	U+30091	𰂑
712	29226	U+B761	띡
713	70139	U+2466F	𤙯
714	20454	U+9E41	鹁
715	55990	U+4A79	䩹
716	36778	U+D679	홹
717	96351	U+110A7	𑂧
718	82508	U+2913E	𩄾
719	48413	U+1CEE	ᳮ
720	1414	U+0909	उ
721	45814	U+1CD94	𜶔
722	22643	U+01E4	Ǥ
723	92221	U+A4F3	ꓳ
724	60991	U+207C7	𠟇
725	13780	U+650C	攌
726	11901	U+6604	昄
727	138156	U+2E504	𮔄
728	133863	U+2D0C1	𭃁
729	117162	U+23A58	𣩘
730	44682	U+3198	㆘
731	115812	U+22D58	𢵘
732	97319	U+118E9	𑣩
733	108866	U+18ABF	𘪿
734	89027	U+2D07C	𭁼
735	85511	U+2A180	𪆀
736	142879	U+30A1F	𰨟
737	5167	U+8AFA	諺
738	63606	U+219FB	𡧻
739	60175	U+2023D	𠈽
740	43685	U+2798	➘
741	140940	U+3018E	𰆎
742	125626	U+2A2E4	𪋤
743	112581	U+20B5F	𠭟
744	120371	U+25C5E	𥱞
745	101374	U+169B7	𖦷
746	91053	U+30F11	𰼑
747	125877	U+2A748	𪝈
748	134660	U+2D481	𭒁
749	39517	U+AB72	ꭲ
750	66995	U+22FBE	𢾾
751	16664	U+92D1	鋑
752	24499	U+FD41	﵁
753	63228	U+21723	𡜣
754	65505	U+22534	𢔴
755	15649	U+84DB	蓛
756	122968	U+27E98	𧺘
757	63787	U+21B25	𡬥
758	112059	U+204B3	𠒳
759	99408	U+130AE	𓂮
760	36323	U+D48C	풌
761	74321	U+26114	𦄔
762	122467	U+276BF	𧚿
763	130337	U+2BDB5	𫶵
764	131252	U+2C206	𬈆
765	34028	U+CB36	쬶
766	94754	U+105F3	𐗳
767	96433	U+11123	𑄣
768	80308	U+283A5	𨎥
769	13579	U+618D	憍
770	123825	U+289CB	𨧋
771	87549	U+2B7DC	𫟜
772	87726	U+2BB33	𫬳
773	17125	U+9A48	驈
774	55601	U+48CE	䣎
775	77452	U+273CF	𧏏
776	47915	U+1F838	🠸
777	147281	U+31F64	𱽤
778	14123	U+6B00	欀
779	111834	U+202AF	𠊯
780	92018	U+2858	⡘
781	101335	U+16990	𖦐
782	140049	U+2F808	偺
783	7967	U+6DEC	淬
784	102187	U+170A0	𗂠
785	116171	U+230F1	𣃱
786	86705	U+2AB83	𪮃
787	94408	U+1046C	𐑬
788	5469	U+51B0	冰
789	125243	U+29E0D	𩸍
790	16897	U+971D	霝
791	17799	U+84BD	蒽
792	82212	U+28FAF	𨾯
793	112858	U+20E6F	𠹯
794	5231	U+8ECC	軌
795	140305	U+2F916	㶖
796	37480	U+1FE9	Ῡ
797	40977	U+A51A	ꔚ
798	61457	U+20A68	𠩨
799	128194	U+2B1AE	𫆮
800	76400	U+26D7E	𦵾
801	10647	U+8D94	趔
802	62538	U+21233	𡈳
803	65502	U+22531	𢔱
804	59624	U+F91A	駱
805	103461	U+1759A	𗖚
806	95812	U+10C46	𐱆
807	142102	U+306AD	𰚭
808	22450	U+00D9	Ù
809	108850	U+18AAF	𘪯
810	17190	U+9B66	魦
811	86885	U+2B117	𫄗
812	98159	U+12102	𒄂
813	45755	U+1CD59	𜵙
814	51789	U+3859	㡙
815	148047	U+3228C	𲊌
816	117110	U+23946	𣥆
817	47765	U+1F774	🝴
818	29105	U+B6E8	뛨
819	11192	U+990D	餍
820	99456	U+130DE	𓃞
821	112847	U+20E2B	𠸫
822	28645	U+B515	딕
823	138524	U+2E6D1	𮛑
824	117571	U+23EA7	𣺧
825	84679	U+29C85	𩲅
826	137186	U+2E04B	𮁋
827	110597	U+1E2CA	𞋊
828	117278	U+23BB5	𣮵
829	46218	U+1D000	𝀀
830	39350	U+1865	ᡥ
831	86279	U+2A56A	𪕪
832	29829	U+B9F3	맳
833	52172	U+39FD	㧽
834	11034	U+95ED	闭
835	25965	U+FF93	ﾓ
836	37403	U+1F96	ᾖ
837	101922	U+16E8D	𖺍
838	124255	U+28E28	𨸨
839	70902	U+24B89	𤮉
840	35458	U+D106	턆
841	139053	U+2E947	𮥇
842	129259	U+2B8C0	𫣀
843	125668	U+2A3BF	𪎿
844	116080	U+22FF4	𢿴
845	123424	U+28498	𨒘
846	109354	U+18CA7	𘲧
847	42507	U+2247	≇
848	35309	U+D066	큦
849	82836	U+292E7	𩋧
850	145404	U+317B8	𱞸
851	113118	U+21083	𡂃
852	50114	U+1F693	🚓
853	53838	U+414E	䅎
854	100349	U+14425	𔐥
855	111014	U+2E85	⺅
856	100981	U+1682E	𖠮
857	126223	U+2A8D3	𪣓
858	54926	U+4602	䘂
859	134324	U+2D2F5	𭋵
860	24799	U+10E6A	𐹪
861	38581	U+2D09	ⴉ
862	58725	U+8592	薒
863	56421	U+4C4A	䱊
864	73464	U+25B91	𥮑
865	35864	U+D2A6	튦
866	14633	U+730F	猏
867	64605	U+22055	𢁕
868	108984	U+18B35	𘬵
869	4885	U+788E	碎
870	26727	U+AD3E	괾
871	33479	U+C903	줃
872	114227	U+21BB9	𡮹
873	81299	U+28934	𨤴
874	108733	U+18A3A	𘨺
875	53620	U+405B	䁛
876	65198	U+223A0	𢎠
877	76519	U+26E40	𦹀
878	40061	U+A14A	ꅊ
879	17227	U+9BE0	鯠
880	104175	U+17864	𗡤
881	107873	U+186D6	𘛖
882	128007	U+2B0C2	𫃂
883	43254	U+2570	╰
884	144187	U+31196	𱆖
885	103511	U+175CC	𗗌
886	132740	U+2C9C8	𬧈
887	76273	U+26CAB	𦲫
888	29261	U+B785	랅
889	144995	U+31601	𱘁
890	52404	U+3AFE	㫾
891	142381	U+307EB	𰟫
