position	value	codepoint	char
714	92108	U+225A4	𢖤
715	124182	U+187B8	𘞸
716	68723	U+31D18	𱴘
717	110047	U+00BD	½
718	144210	U+A082	ꂂ
719	125304	U+104BE	𐒾
720	54549	U+C4E2	쓢
721	102437	U+22CE2	𢳢
722	147510	U+0620	ؠ
723	146933	U+1098C	𐦌
724	46847	U+12003	𒀃
725	134056	U+121B6	𒆶
726	145496	U+0C1D	ఝ
727	114319	U+286A	⡪
728	101197	U+8CE2	賢
729	43542	U+2CC3F	𬰿
730	86999	U+25012	𥀒
731	133584	U+99D7	駗
732	105809	U+92E7	鋧
733	47273	U+B92A	뤪
734	143968	U+8030	耰
735	36372	U+D3A1	펡
736	102213	U+6D36	洶
737	39306	U+120D8	𒃘
738	54228	U+31AC8	𱫈
739	78645	U+21072	𡁲
740	134547	U+2A402	𪐂
741	49412	U+17AF3	𗫳
742	25301	U+392C	㤬
743	24823	U+23CA3	𣲣
744	15317	U+2D804	𭠄
745	34343	U+2BB47	𫭇
746	135684	U+84CA	蓊
747	97844	U+1FA2F	🨯
748	102567	U+291FB	𩇻
749	142127	U+29DDB	𩷛
750	28422	U+16D76	𖵶
751	80181	U+29177	𩅷
752	147822	U+2704	✄
753	104619	U+5162	兢
754	122620	U+4AD2	䫒
755	48295	U+1D10	ᴐ
756	125571	U+4B54	䭔
757	86018	U+298DC	𩣜
758	107998	U+732A	猪
759	19209	U+2B87B	𫡻
760	87136	U+3A2B	㨫
761	121854	U+39BB	㦻
762	95402	U+221C9	𢇉
763	142756	U+17D95	𗶕
764	39596	U+22253	𢉓
765	128813	U+5282	劂
766	31716	U+25AE2	𥫢
767	32282	U+27244	𧉄
768	77867	U+2C67E	𬙾
769	71544	U+221AA	𢆪
770	121958	U+6B57	歗
771	107087	U+25803	𥠃
772	118629	U+6D77	海
773	116813	U+1815C	𘅜
774	50056	U+20717	𠜗
775	135989	U+5DD5	巕
776	132670	U+15E4	ᗤ
777	27980	U+D297	튗
778	65636	U+2D856	𭡖
779	49658	U+10C10	𐰐
780	108610	U+2A52B	𪔫
781	119614	U+6FE4	濤
782	48764	U+9EFD	黽
783	91073	U+6DEA	淪
784	86650	U+21CDA	𡳚
785	31162	U+B9F2	맲
786	62333	U+0775	ݵ
787	75472	U+1D912	𝤒
788	37395	U+2D69D	𭚝
789	91713	U+307D0	𰟐
790	107310	U+2AAB7	𪪷
791	28402	U+11A66	𑩦
792	51388	U+299EC	𩧬
793	44027	U+20918	𠤘
794	116750	U+130BB	𓂻
795	59530	U+28FDC	𨿜
796	35419	U+31F4F	𱽏
797	120748	U+30D46	𰵆
798	21803	U+2AEDA	𪻚
799	44693	U+D279	퉹
800	145940	U+0C34	ఴ
801	73050	U+2D6A4	𭚤
802	68907	U+229FB	𢧻
803	68411	U+1F9EA	🧪
804	21270	U+830C	茌
805	103475	U+369C	㚜
806	5167	U+11017	𑀗
807	30244	U+25148	𥅈
808	116886	U+2407A	𤁺
809	110345	U+2645B	𦑛
810	132966	U+41B7	䆷
811	120462	U+77D7	矗
812	10566	U+D1B6	톶
813	50824	U+282A0	𨊠
814	117416	U+23125	𣄥
815	65286	U+1168B	𑚋
816	58739	U+596D	奭
817	4641	U+2721	✡
818	102828	U+0192	ƒ
819	84969	U+2C824	𬠤
820	15414	U+2BAA0	𫪠
821	108041	U+8535	蔵
822	103939	U+29F3	⧳
823	97949	U+169D3	𖧓
824	61123	U+2B4FC	𫓼
825	56127	U+C96B	쥫
826	127920	U+2B884	𫢄
827	135668	U+71FB	燻
828	42238	U+1348	ፈ
829	25312	U+449A	䒚
830	82365	U+26F96	𦾖
831	6030	U+2CEB3	𬺳
832	100111	U+18240	𘉀
833	138067	U+4E82	亂
834	115202	U+2F921	爵
835	105352	U+22948	𢥈
836	121711	U+307FB	𰟻
837	99880	U+7130	焰
838	50207	U+3C59	㱙
839	118338	U+1214F	𒅏
840	97602	U+53B2	厲
841	39547	U+20A71	𠩱
842	129949	U+9437	鐷
843	17652	U+18B2B	𘬫
844	131267	U+1070C	𐜌
845	61938	U+688E	梎
846	13009	U+1B1C9	𛇉
847	134577	U+300F4	𰃴
848	93602	U+2D753	𭝓
849	8050	U+1B06D	𛁭
850	105301	U+2D02A	𭀪
851	136240	U+AB66	ꭦ
852	74191	U+1FAC6	🫆
853	64663	U+36B0	㚰
854	18155	U+254ED	𥓭
855	143594	U+4DA1	䶡
856	43310	U+BDB0	붰
857	117322	U+277A2	𧞢
858	36637	U+26C0B	𦰋
859	22083	U+31CAF	𱲯
860	21436	U+C85C	졜
861	16589	U+1D43D	𝐽
862	38915	U+6D48	浈
863	38443	U+20BF7	𠯷
864	24701	U+10141	𐅁
865	129134	U+1FD3	ΐ
866	113424	U+1762D	𗘭
867	129116	U+01D6	ǖ
868	103024	U+2ACFA	𪳺
869	21227	U+5C8A	岊
870	59125	U+23543	𣕃
871	47832	U+2B045	𫁅
872	87929	U+233A2	𣎢
873	132369	U+1303C	𓀼
874	144927	U+7068	灨
875	102710	U+232F4	𣋴
876	9384	U+1D9F0	𝧰
877	46866	U+17CD9	𗳙
878	146334	U+1228D	𒊍
879	42422	U+170FF	𗃿
880	124583	U+28657	𨙗
881	128468	U+2CD78	𬵸
882	66722	U+229AD	𢦭
883	147493	U+130B3	𓂳
884	90114	U+20B70	𠭰
885	107086	U+250CC	𥃌
886	137252	U+261EE	𦇮
887	84543	U+12316	𒌖
888	137764	U+8C96	貖
889	39378	U+205D8	𠗘
890	10787	U+20070	𠁰
