position	value	codepoint	char
336	118185	U+2438E	𤎎
337	98282	U+1217D	𒅽
338	132438	U+2C7CF	𬟏
339	29441	U+B851	롑
340	55861	U+49F3	䧳
341	125048	U+29B49	𩭉
342	79775	U+28077	𨁷
343	82712	U+2925A	𩉚
344	101791	U+16D44	𖵄
345	101971	U+16F23	𖼣
346	111560	U+20053	𠁓
347	12851	U+5330	匰
348	20198	U+9815	頕
349	55564	U+48A3	䢣
350	147503	U+32052	𲁒
351	40101	U+A172	ꅲ
352	121886	U+26EDE	𦻞
353	24287	U+FC6B	ﱫ
354	104672	U+17A55	𗩕
355	36469	U+D522	픢
356	393	U+6D25	津
357	68515	U+23A68	𣩨
358	33596	U+C97A	쥺
359	81303	U+2893D	𨤽
360	50234	U+1F300	🌀
361	129766	U+2BB27	𫬧
362	59145	U+9290	銐
363	37457	U+1FCE	῎
364	7301	U+8004	耄
365	96933	U+114A3	𑒣
366	61121	U+20893	𠢓
367	13787	U+651B	攛
368	147558	U+3208C	𲂌
369	113264	U+2121D	𡈝
370	20246	U+996B	饫
371	66921	U+22F56	𢽖
372	18452	U+4C7B	䱻
373	80474	U+28488	𨒈
374	2366	U+6762	杢
375	43674	U+278A	➊
376	140719	U+300A4	𰂤
377	87940	U+2C116	𬄖
378	5360	U+9838	頸
379	73576	U+25C3E	𥰾
380	21700	U+26412	𦐒
381	118813	U+24AD2	𤫒
382	66310	U+22A79	𢩹
383	56828	U+4FBE	侾
384	8856	U+56F1	囱
385	86562	U+2A6CA	𪛊
386	14614	U+72D1	狑
387	18120	U+3D51	㵑
388	63615	U+21A07	𡨇
389	112549	U+20AE2	𠫢
390	98624	U+122D3	𒋓
391	94458	U+104A0	𐒠
392	52543	U+3B9D	㮝
393	57263	U+5B39	嬹
394	30764	U+BDCD	뷍
395	120637	U+25F56	𥽖
396	90622	U+30710	𰜐
397	97043	U+11609	𑘉
398	97537	U+11A9D	𑪝
399	128757	U+2B4C1	𫓁
400	112797	U+20DE3	𠷣
401	36997	U+D75A	흚
402	104801	U+17AD6	𗫖
403	113110	U+2107A	𡁺
404	112453	U+2099E	𠦞
405	19182	U+70A5	炥
406	13513	U+6058	恘
407	13372	U+5DB5	嶵
408	64928	U+22207	𢈇
409	90882	U+30D19	𰴙
410	47464	U+1F3F1	🏱
411	35854	U+D29B	튛
412	126167	U+2A897	𪢗
413	104399	U+17944	𗥄
414	96650	U+112A7	𑊧
415	52949	U+3D59	㵙
416	123500	U+2857E	𨕾
417	107157	U+1840A	𘐊
418	116412	U+23319	𣌙
419	133679	U+2CFD4	𬿔
420	62574	U+21274	𡉴
421	134004	U+2D17F	𭅿
422	7890	U+67D9	柙
423	118797	U+24AB0	𤪰
424	101176	U+168F1	𖣱
425	30650	U+BD56	뵖
426	16390	U+8E9D	躝
427	85977	U+2A3EE	𪏮
428	619	U+8A00	言
429	29772	U+B9AA	릪
430	42930	U+2400	␀
431	83666	U+29706	𩜆
432	69023	U+23D95	𣶕
433	53753	U+40EF	䃯
434	2077	U+B178	노
435	136362	U+2DC88	𭲈
436	27876	U+B1E8	뇨
437	32624	U+C54D	앍
438	31196	U+BF83	뾃
439	50933	U+3482	㒂
440	89686	U+2DFF7	𭿷
441	9906	U+7B45	筅
442	47114	U+1F077	🁷
443	19755	U+89A5	覥
444	129522	U+2B9F1	𫧱
445	68335	U+23989	𣦉
446	146867	U+31DB2	𱶲
447	31274	U+BFD1	뿑
448	113356	U+21310	𡌐
449	91886	U+1C54	᱔
450	142044	U+30670	𰙰
451	455	U+03B4	δ
452	99376	U+1308E	𓂎
453	70284	U+24731	𤜱
454	121283	U+26726	𦜦
455	112394	U+2089E	𠢞
456	131383	U+2C2A5	𬊥
457	2604	U+054A	Պ
458	21752	U+26B23	𦬣
459	94534	U+104F6	𐓶
460	29059	U+B6BA	뚺
461	17780	U+81C1	臁
462	39426	U+13A3	Ꭳ
463	50058	U+1F3E3	🏣
464	49342	U+1D77B	𝝻
465	8348	U+8FE9	迩
466	88122	U+2C583	𬖃
467	70226	U+246E5	𤛥
468	45282	U+1010C	𐄌
469	69702	U+2439D	𤎝
470	143629	U+30E23	𰸣
471	66129	U+2297B	𢥻
472	80628	U+28579	𨕹
473	89256	U+2D5B1	𭖱
474	75918	U+26A6D	𦩭
475	102244	U+170D9	𗃙
476	20327	U+9BFF	鯿
477	33474	U+C8FD	죽
478	4706	U+6A3A	樺
479	10708	U+8F78	轸
480	10552	U+8C15	谕
481	117433	U+23D5D	𣵝
482	77804	U+275C4	𧗄
483	143417	U+30CD8	𰳘
484	21779	U+26CBD	𦲽
485	31977	U+C2B6	슶
486	27315	U+AF9E	꾞
487	108571	U+18998	𘦘
488	105791	U+17EB4	𗺴
489	66213	U+229F3	𢧳
490	117113	U+2395B	𣥛
491	71668	U+24FF6	𤿶
492	41189	U+A5EE	ꗮ
493	120909	U+26243	𦉃
494	112013	U+20449	𠑉
495	125729	U+2A513	𪔓
496	122491	U+27712	𧜒
497	117254	U+23B6F	𣭯
498	50708	U+2757	❗
499	33149	U+C7A6	잦
500	80705	U+285EB	𨗫
501	30591	U+BD1B	봛
502	16831	U+95B7	閷
503	20161	U+96A5	隥
504	99435	U+130C9	𓃉
505	45595	U+1CCB3	𜲳
506	141349	U+3035C	𰍜
507	87689	U+2BA98	𫪘
508	76149	U+26BD0	𦯐
509	148210	U+32338	𲌸
510	60890	U+20725	𠜥
511	99625	U+13187	𓆇
512	104549	U+179DA	𗧚
513	143940	U+31016	𱀖
514	70457	U+24816	𤠖
515	46763	U+1D340	𝍀
516	123000	U+27EE9	𧻩
517	52933	U+3D44	㵄
518	145270	U+3172B	𱜫
519	14905	U+77F7	矷
520	37537	U+10164	𐅤
521	75515	U+26826	𦠦
522	15044	U+7A47	穇
523	32856	U+C65A	왚
524	30519	U+BCCE	볎
525	88023	U+2C337	𬌷
526	16061	U+8951	襑
527	73624	U+25C98	𥲘
528	132975	U+2CAE8	𬫨
529	47253	U+1F11D	🄝
530	137823	U+2E359	𮍙
531	73540	U+25C19	𥰙
532	37405	U+1F98	ᾘ
533	28339	U+B3D1	돑
534	123090	U+2803F	𨀿
535	13687	U+638D	掍
536	40587	U+A358	ꍘ
537	10401	U+89BF	覿
538	77373	U+27368	𧍨
539	37591	U+1D20A	𝈊
540	128384	U+2B297	𫊗
541	22767	U+0266	ɦ
542	117888	U+24165	𤅥
543	34597	U+CD7D	쵽
544	84397	U+29AF4	𩫴
545	96351	U+110A7	𑂧
546	54391	U+439F	䎟
547	140031	U+2EE4F	𮹏
548	94712	U+105C9	𐗉
549	70934	U+24BB5	𤮵
550	4082	U+803F	耿
551	90220	U+2EB18	𮬘
552	101958	U+16F16	𖼖
553	93338	U+2C23	Ⱓ
554	110976	U+1E930	𞤰
555	144694	U+314AA	𱒪
556	39703	U+31A4	ㆤ
557	39553	U+AB96	ꮖ
558	58363	U+7A25	稥
559	17306	U+9D40	鵀
560	106406	U+1811B	𘄛
561	44294	U+2AFE	⫾
562	109339	U+18C98	𘲘
563	59381	U+9AAA	骪
564	24729	U+FEC1	ﻁ
565	126252	U+2A8F2	𪣲
566	93886	U+10040	𐁀
567	44402	U+2B71	⭱
568	75702	U+26950	𦥐
569	55320	U+47A5	䞥
570	71935	U+2517A	𥅺
571	59737	U+F98F	憐
572	101763	U+16B73	𖭳
573	103977	U+1779E	𗞞
574	55991	U+4A7A	䩺
575	126711	U+2AAF1	𪫱
576	115292	U+228B6	𢢶
577	74212	U+26050	𦁐
578	123595	U+286A4	𨚤
579	73759	U+25D6D	𥵭
580	58928	U+8AD0	諐
581	43118	U+24E8	ⓨ
582	127767	U+2AFA5	𪾥
583	71741	U+2505A	𥁚
584	69207	U+23F26	𣼦
585	98946	U+12487	𒒇
586	129054	U+2B6D5	𫛕
587	28182	U+B32C	댬
588	113355	U+2130F	𡌏
589	100676	U+1456C	𔕬
590	32847	U+C650	왐
591	44461	U+2BAF	⮯
592	91427	U+31267	𱉧
593	120615	U+25F16	𥼖
594	70924	U+24BA9	𤮩
595	78758	U+27AE3	𧫣
596	102962	U+173A7	𗎧
597	46120	U+1CF62	𜽢
598	140718	U+300A3	𰂣
599	66783	U+22E85	𢺅
600	134498	U+2D3B7	𭎷
601	116239	U+231CB	𣇋
602	7061	U+64BF	撿
603	27034	U+AE84	꺄
604	24933	U+1EE96	𞺖
605	62400	U+2117A	𡅺
606	117468	U+23DC6	𣷆
607	52574	U+3BBF	㮿
608	113389	U+2135C	𡍜
609	83053	U+293F1	𩏱
610	8437	U+9A08	騈
611	141229	U+302D8	𰋘
612	5247	U+8F4D	轍
613	5041	U+8266	艦
614	77871	U+27619	𧘙
615	37150	U+FFAB	ﾫ
616	5374	U+9903	餃
617	138955	U+2E8D2	𮣒
618	21239	U+23C63	𣱣
619	47184	U+1F0CC	🃌
620	134756	U+2D4F0	𭓰
621	137113	U+2DFFC	𭿼
622	12004	U+6C54	汔
623	68023	U+237A3	𣞣
624	98758	U+12359	𒍙
625	71856	U+2510C	𥄌
626	19082	U+6BB1	殱
627	128262	U+2B200	𫈀
628	138996	U+2E903	𮤃
629	103839	U+17714	𗜔
630	146927	U+31DEF	𱷯
631	78900	U+27B99	𧮙
632	125902	U+2A764	𪝤
633	3758	U+6E4D	湍
634	15685	U+8545	蕅
635	93678	U+A93B	ꤻ
636	96162	U+10F7D	𐽽
637	75829	U+269F0	𦧰
638	42574	U+228A	⊊
639	123738	U+288CF	𨣏
640	39652	U+0869	ࡩ
641	122612	U+278BA	𧢺
642	6609	U+80ED	胭
643	22796	U+0287	ʇ
644	29105	U+B6E8	뛨
645	16547	U+913B	鄻
646	77401	U+27384	𧎄
647	144481	U+313CD	𱏍
648	49445	U+1F61C	😜
649	50137	U+1F6E4	🛤
650	113914	U+218A8	𡢨
651	49351	U+1D784	𝞄
652	32602	U+C533	씳
653	52015	U+394A	㥊
654	25091	U+048B	ҋ
655	132380	U+2C782	𬞂
656	127285	U+2AD8C	𪶌
657	119235	U+25066	𥁦
658	141554	U+3043F	𰐿
659	140586	U+30014	𰀔
660	121214	U+26624	𦘤
661	77622	U+274D3	𧓓
662	104026	U+177CF	𗟏
663	44822	U+329E	㊞
664	44487	U+2BC9	⯉
665	56332	U+4BE9	䯩
666	3007	U+4F9D	依
667	140133	U+2F861	𡛪
668	8944	U+5968	奨
669	117563	U+23E9F	𣺟
670	77125	U+271FF	𧇿
671	55666	U+4918	䤘
672	121390	U+26851	𦡑
673	78902	U+27B9B	𧮛
674	29423	U+B83E	렾
675	59464	U+9C0F	鰏
676	130545	U+2BEA7	𫺧
677	91724	U+31D28	𱴨
678	101962	U+16F1A	𖼚
679	98373	U+121D8	𒇘
680	140689	U+30081	𰂁
681	21697	U+26402	𦐂
682	57729	U+67BC	枼
683	120211	U+25AA8	𥪨
684	82583	U+291B0	𩆰
685	75859	U+26A1B	𦨛
686	118086	U+242E2	𤋢
687	143855	U+30F48	𰽈
688	51992	U+3930	㤰
689	113998	U+21990	𡦐
690	144220	U+311BB	𱆻
691	47862	U+1F7D9	🟙
692	90121	U+2E92F	𮤯
693	91780	U+321B5	𲆵
694	7046	U+62CE	拎
695	91171	U+30FF9	𰿹
696	24007	U+08BD	ࢽ
697	10471	U+8BAE	议
698	19392	U+79CC	秌
699	71675	U+25001	𥀁
700	13021	U+57A5	垥
701	85399	U+2A0CC	𪃌
702	78786	U+27B08	𧬈
703	4694	U+694A	楊
704	98299	U+1218E	𒆎
705	6184	U+5629	嘩
706	115134	U+22722	𢜢
707	640	U+6599	料
708	145035	U+3162B	𱘫
709	11281	U+9AA4	骤
710	103314	U+17507	𗔇
711	13614	U+6204	戄
712	14537	U+71BC	熼
713	88798	U+2CDC4	𬷄
714	77049	U+2719A	𧆚
715	45716	U+1CD32	𜴲
716	6012	U+994B	饋
717	112355	U+2083C	𠠼
718	91529	U+312F1	𱋱
719	100743	U+145AF	𔖯
720	7278	U+7D1C	紜
721	131925	U+2C531	𬔱
722	25848	U+330F	㌏
723	20433	U+9DFC	鷼
724	72195	U+25310	𥌐
725	142579	U+308C7	𰣇
726	82191	U+28F97	𨾗
727	33916	U+CAC6	쫆
728	117586	U+23EC3	𣻃
729	15499	U+825C	艜
730	8648	U+5188	冈
731	103844	U+17719	𗜙
732	17080	U+99F0	駰
733	36367	U+D4B8	풸
734	51560	U+3761	㝡
735	57505	U+6157	慗
736	103456	U+17595	𗖕
737	128735	U+2B4A3	𫒣
738	23361	U+A727	ꜧ
739	140385	U+2F966	糒
740	119250	U+25090	𥂐
741	65326	U+2244C	𢑌
742	117699	U+23FB5	𣾵
743	17237	U+9C17	鰗
744	117815	U+240B0	𤂰
745	108409	U+188F6	𘣶
746	87599	U+2B826	𫠦
747	134195	U+2D26D	𭉭
748	95169	U+10872	𐡲
749	111696	U+2017D	𠅽
750	133047	U+2CB90	𬮐
751	16152	U+8AD3	諓
752	1386	U+C6CC	워
753	37616	U+1D223	𝈣
754	2876	U+CFE0	쿠
755	45397	U+102E9	𐋩
756	85287	U+2A03C	𪀼
757	53916	U+41A4	䆤
758	74727	U+26379	𦍹
759	79799	U+2809C	𨂜
760	80079	U+2825B	𨉛
